sourceId,sourceName,author,title,description,url,urlToImage,publishedAt,content
liputan6-sports,Liputan6.com Bola,,Rumor Transfer: Jude Bellingham Berpotensi Kembali ke Premier League untuk Liverpool,"Legenda Liverpool, Jamie Redknapp, memberikan pandangannya mengenai peluang gelandang Real Madrid, Jude Bellingham, untuk bergabung dengan The Reds di masa depa",https://www.liputan6.com/bola/read/7672564/rumor-transfer-jude-bellingham-berpotensi-kembali-ke-premier-league-untuk-liverpool,https://cdn0-production-images-kly.akamaized.net/h6VVvIuQKGQlaUdE0k6hPf_Pg7s=/0x133:5184x3055/673x379/filters:quality(75):strip_icc()/kly-media-production/medias/5402849/original/023449500_1762306767-6.jpg,2026-06-04T20:07:46.000Z,"Legenda Liverpool, Jamie Redknapp, memberikan pandangannya mengenai peluang gelandang Real Madrid, Jude Bellingham, untuk bergabung dengan The Reds di masa depa"
liputan6-sports,Liputan6.com Bola,,Silakan! Davide Bartesaghi Dukung Rafael Leao Hengkang dari AC Milan,"Rafael Leao secara mengejutkan mengutarakan niat berpisah dengan AC Milan. Simak tanggapan tak terduga dari rekan setimnya, Davide Bartesaghi.",https://www.liputan6.com/bola/read/7672563/silakan-davide-bartesaghi-dukung-rafael-leao-hengkang-dari-ac-milan,https://cdn1-production-images-kly.akamaized.net/V29jNaiHh24YrqWOWaii3E3VALQ=/0x452:5724x3678/673x379/filters:quality(75):strip_icc()/kly-media-production/medias/5467588/original/071952500_1767923324-AC_Milan_s_Rafael_Leao.jpg,2026-06-04T20:07:36.000Z,"Rafael Leao secara mengejutkan mengutarakan niat berpisah dengan AC Milan. Simak tanggapan tak terduga dari rekan setimnya, Davide Bartesaghi."
viva-general,VIVA.co.id,,"Head-to-Head Timnas Indonesia vs Oman: Terakhir Menang Era 80-an, Saatnya Garuda Balas Dendam?","Ujian berat sekaligus kesempatan emas menghadang Timnas Indonesia dalam laga FIFA Matchday kali ini. Skuad Garuda dijadwalkan menjamu timur tengah, Oman, di Stadion Utama",https://www.viva.co.id/bola/1903464-head-to-head-timnas-indonesia-vs-oman-terakhir-menang-era-80-an-saatnya-garuda-balas-dendam,,2026-06-04T20:05:57.000Z,"Ujian berat sekaligus kesempatan emas menghadang Timnas Indonesia dalam laga FIFA Matchday kali ini. Skuad Garuda dijadwalkan menjamu timur tengah, Oman, di Stadion Utama"
viva-general,VIVA.co.id,,"Senjata Makan Tuan? Buntut Marah-marah dan Pamer Harta hingga Sebut ""Cong"", Sarwendah Dikritik Keras Netizen","Pernyataan Sarwendah saat live streaming menjadi sorotan publik. Sindiran soal nafkah, pengakuan soal penghasilan, hingga ucapannya memicu kritik netizen. Simak selengkap",https://www.viva.co.id/gaya-hidup/showbiz/1903443-senjata-makan-tuan-buntut-marah-marah-dan-pamer-harta-hingga-sebut-cong-sarwendah-dikritik-keras-netizen,,2026-06-04T20:05:00.000Z,"Pernyataan Sarwendah saat live streaming menjadi sorotan publik. Sindiran soal nafkah, pengakuan soal penghasilan, hingga ucapannya memicu kritik netizen. Simak selengkap"
viva-general,VIVA.co.id,,"Masa Lalu Sarwendah Kembali Disorot, Ruben Onsu Singgung ""Angkat dari Lumpur"" di Tengah Memanasnya Konflik","Perseteruan Ruben Onsu dan Sarwendah kembali memanas, menyinggung masa lalu dan bantuan hidup, memicu sorotan publik serta reaksi warganet luas. Selengkapnya di sini",https://www.viva.co.id/gaya-hidup/showbiz/1903380-masa-lalu-sarwendah-kembali-disorot-ruben-onsu-singgung-angkat-dari-lumpur-di-tengah-memanasnya-konflik,,2026-06-04T20:03:00.000Z,"Perseteruan Ruben Onsu dan Sarwendah kembali memanas, menyinggung masa lalu dan bantuan hidup, memicu sorotan publik serta reaksi warganet luas. Selengkapnya di sini"
republika-general,Republika,antara,BNN Jateng dan PPI Bersinergi Perkuat Ketahanan Generasi Muda,"REPUBLIKA.CO.ID, SEMARANG, – Badan Narkotika Nasional (BNN) Jawa Tengah bekerja sama dengan Purna Paskibraka Indonesia (PPI) Jawa Tengah untuk memperkuat ketahanan generasi muda terhadap penyalahgunaan narkotika. Kolaborasi ini diumumkan...",https://news.republika.co.id/berita/tg4i9v1330000/bnn-jateng-dan-ppi-bersinergi-perkuat-ketahanan-generasi-muda,https://static.republika.co.id/uploads/images/detailnews/042766000-1780603267-IMG_20260604_201754jpg.jpg,2026-06-04T20:01:07.000Z,"REPUBLIKA.CO.ID, SEMARANG, – Badan Narkotika Nasional (BNN) Jawa Tengah bekerja sama dengan Purna Paskibraka Indonesia (PPI) Jawa Tengah untuk memperkuat ketahanan generasi muda terhadap penyalahgunaan narkotika. Kolaborasi ini diumumkan..."
detik-sports,DetikSport Sepakbola,,Herdman Jelaskan Alasan Panggil Ferarri ke Timnas,Masuknya nama Muhammad Ferarri dalam skuad Indonesia untuk menghadapi Oman dan Mozambik menimbulkan tanda tanya. Pelatih John Herdman angkat suara terkait itu.,https://sport.detik.com/sepakbola/liga-indonesia/d-8518597/herdman-jelaskan-alasan-panggil-ferarri-ke-timnas,https://akcdn.detik.net.id/community/media/visual/2024/12/08/muhammad-ferarri_169.jpeg?w=360&q=90,2026-06-04T20:00:00.000Z,Masuknya nama Muhammad Ferarri dalam skuad Indonesia untuk menghadapi Oman dan Mozambik menimbulkan tanda tanya. Pelatih John Herdman angkat suara terkait itu.
viva-general,VIVA.co.id,,Kevin Diks Bongkar Fakta Menakjubkan soal Rizky Ridho di Timnas Indonesia,"Bek Timnas Indonesia, Kevin Diks, mengungkap alasan mengapa Rizky Ridho dipercaya mengenakan ban kapten saat Skuad Garuda menghadapi Oman dalam laga FIFA Matchday di Stad",https://www.viva.co.id/bola/1903460-kevin-diks-bongkar-fakta-menakjubkan-soal-rizky-ridho-di-timnas-indonesia,,2026-06-04T20:00:00.000Z,"Bek Timnas Indonesia, Kevin Diks, mengungkap alasan mengapa Rizky Ridho dipercaya mengenakan ban kapten saat Skuad Garuda menghadapi Oman dalam laga FIFA Matchday di Stad"
viva-general,VIVA.co.id,,"Persiapan Timnas Belgia Menuju Piala Dunia 2026: Realitas Kondisi Romelu Lukaku dan Status Outsider ""Setan Merah""","Pelatih tim nasional Belgia, Rudi Garcia, membuka suara terkait peta kekuatan dan kondisi internal skuadnya menjelang bergulirnya Piala Dunia 2026. Dalam wawancara terbar",https://www.viva.co.id/bola/1903463-persiapan-timnas-belgia-menuju-piala-dunia-2026-realitas-kondisi-romelu-lukaku-dan-status-outsider-setan-merah,,2026-06-04T19:58:23.000Z,"Pelatih tim nasional Belgia, Rudi Garcia, membuka suara terkait peta kekuatan dan kondisi internal skuadnya menjelang bergulirnya Piala Dunia 2026. Dalam wawancara terbar"
antara-general,ANTARA News,,"Genjot ekspor langsung, Kaltara siapkan insentif klinik ekspor","ANTARA - Badan Karantina Hewan, Ikan, dan Tumbuhan (BKHIT) wilayah Kalimantan Utara bersama Pemerintah Provinsi Kaltara ...",https://www.antaranews.com/video/5594947/genjot-ekspor-langsung-kaltara-siapkan-insentif-klinik-ekspor,https://img.antaranews.com/cache/800x533/2026/06/Sequence-13.16_39_08_27.Still561.jpg,2026-06-04T19:55:18.000Z,"ANTARA - Badan Karantina Hewan, Ikan, dan Tumbuhan (BKHIT) wilayah Kalimantan Utara bersama Pemerintah Provinsi Kaltara ..."
liputan6-sports,Liputan6.com Bola,,Resmi! Andoni Iraola Ditunjuk Jadi Manajer Baru Liverpool Gantikan Arne Slot,Liverpool resmi menunjuk Andoni Iraola sebagai manajer baru mulai musim 2026/2027 untuk menggantikan posisi Arne Slot di Anfield.,https://www.liputan6.com/bola/read/7672237/resmi-andoni-iraola-ditunjuk-jadi-manajer-baru-liverpool-gantikan-arne-slot,https://cdn0-production-images-kly.akamaized.net/OsL1m5n2FFGdh1mVKfsFBs1_8uc=/673x379/smart/filters:quality(75):strip_icc()/kly-media-production/medias/7789037/original/078213500_1780602845-andoni-iraola-liverpool-anfield.jpg,2026-06-04T19:54:17.000Z,Liverpool resmi menunjuk Andoni Iraola sebagai manajer baru mulai musim 2026/2027 untuk menggantikan posisi Arne Slot di Anfield.
antara-general,ANTARA News,,Timnas Indonesia bantai Timor Leste 3-0 di laga kedua AFF U19,ANTARA - Timnas Indonesia U-19 mengalahkan Timor Leste 3-0 pada laga Grup A Piala AFF U-19 2026 di Stadion Utama ...,https://www.antaranews.com/video/5594940/timnas-indonesia-bantai-timor-leste-3-0-di-laga-kedua-aff-u19,https://img.antaranews.com/cache/800x533/2026/06/Sequence-13.16_36_21_24.Still560.jpg,2026-06-04T19:51:37.000Z,ANTARA - Timnas Indonesia U-19 mengalahkan Timor Leste 3-0 pada laga Grup A Piala AFF U-19 2026 di Stadion Utama ...
republika-general,Republika,Nashih Nashrullah,Pemerintah Dinilai Perlu Bangun Dua Lapis Pertahanan Ekonomi Berikut,"REPUBLIKA.CO.ID, JAKARTA &ndash; Di tengah tekanan global yang masih membayangi perekonomian dunia, anggota DPR RI Fraksi Gerindra, Azis Subekti, mengingatkan bahwa ukuran utama ketahanan ekonomi Indonesia tidak semata-mata ditentukan oleh...",https://ekonomi.republika.co.id/berita/tg448t320/pemerintah-dinilai-perlu-bangun-dua-lapis-pertahanan-ekonomi-berikut,https://static.republika.co.id/uploads/images/detailnews/022422500-1766406144-830-556.jpg,2026-06-04T19:46:00.000Z,"REPUBLIKA.CO.ID, JAKARTA &ndash; Di tengah tekanan global yang masih membayangi perekonomian dunia, anggota DPR RI Fraksi Gerindra, Azis Subekti, mengingatkan bahwa ukuran utama ketahanan ekonomi Indonesia tidak semata-mata ditentukan oleh..."
republika-general,Republika,antara,Kemenhaj Prioritaskan Pemulangan Cepat Jamaah Haji Sakit,"REPUBLIKA.CO.ID, MAKKAH, – Kementerian Haji dan Umrah (Kemenhaj) memastikan bahwa jamaah haji Indonesia yang baru saja keluar dari rumah sakit di Arab Saudi akan menjadi prioritas untuk dipulangkan lebih...",https://news.republika.co.id/berita/tg4hki6430000/kemenhaj-prioritaskan-pemulangan-cepat-jamaah-haji-sakit,https://static.republika.co.id/uploads/images/detailnews/053502500-1780602354-1000108735jpg.jpg,2026-06-04T19:45:54.000Z,"REPUBLIKA.CO.ID, MAKKAH, – Kementerian Haji dan Umrah (Kemenhaj) memastikan bahwa jamaah haji Indonesia yang baru saja keluar dari rumah sakit di Arab Saudi akan menjadi prioritas untuk dipulangkan lebih..."
viva-general,VIVA.co.id,,Prabowo Lantik Nanik S Deyang jadi Kepala BGN Pekan Depan,"Menteri Sekretaris Negara (Mensesneg) RI, Prasetyo Hadi mengatakan bahwa Presiden Prabowo Subianto akan melantik Nanik S Deyang sebagai BGN pekan depan.",https://www.viva.co.id/berita/nasional/1903418-prabowo-lantik-nanik-s-deyang-jadi-kepala-bgn-pekan-depan,,2026-06-04T19:40:00.000Z,"Menteri Sekretaris Negara (Mensesneg) RI, Prasetyo Hadi mengatakan bahwa Presiden Prabowo Subianto akan melantik Nanik S Deyang sebagai BGN pekan depan."
detik-sports,DetikSport Sepakbola,,Resmi! Iraola Jadi Pelatih Anyar Liverpool,Andoni Iraola resmi diperkenalkan sebagai pelatih anyar Liverpool. Ia mengisi kursi pelatih The Reds yang ditinggalkan oleh Arne Slot.,https://sport.detik.com/sepakbola/liga-inggris/d-8518604/resmi-iraola-jadi-pelatih-anyar-liverpool,https://akcdn.detik.net.id/community/media/visual/2026/06/05/2279851383-1780601572635_169.jpeg?w=360&q=90,2026-06-04T19:34:53.000Z,Andoni Iraola resmi diperkenalkan sebagai pelatih anyar Liverpool. Ia mengisi kursi pelatih The Reds yang ditinggalkan oleh Arne Slot.
tirto-general,Tirto.id,,Jadwal Bola Malam Ini 4-5 Juni: Timnas U19 & Uji Coba PD 2026 - Tirto.id,Jadwal Bola Malam Ini 4-5 Juni: Timnas U19 & Uji Coba PD 2026 Tirto.id,https://news.google.com/rss/articles/CBMifEFVX3lxTFBjRE1jRXVJeDlRb3gwZjFLQmY0LU9maENvazZRdlNNNTJfU2dKUjdoQi1qU25NSEkxMG14YTEyTXFJckxHd01ObGxENzluXzk5NzE5ay1KQ0RmLU1lOEc4d19UZmJEOTU2QldEWEZ1YmY3aG9hZWJaU0xLR3o?oc=5,,2026-06-04T19:31:17.000Z,Jadwal Bola Malam Ini 4-5 Juni: Timnas U19 & Uji Coba PD 2026 Tirto.id
detik-sports,DetikSport Sepakbola,,Banyak Cara untuk Meramaikan Piala Dunia 2026,Piala Dunia 2026 sudah di depan mata. Ada banyak cara untuk ikut meramaikan ajang sepakbola terakbar dunia itu.,https://sport.detik.com/sepakbola/gila-bola/d-8518589/banyak-cara-untuk-meramaikan-piala-dunia-2026,https://akcdn.detik.net.id/community/media/visual/2023/11/16/trofi-piala-dunia_169.jpeg?w=360&q=90,2026-06-04T19:30:50.000Z,Piala Dunia 2026 sudah di depan mata. Ada banyak cara untuk ikut meramaikan ajang sepakbola terakbar dunia itu.
detik-general,Detik.com,,"Ajak Putin Bertemu, Zelensky Tawarkan Gencatan Senjata Untuk Akhiri Perang","Presiden Ukraina Zelensky mengirim surat terbuka kepada Putin, mengusulkan pertemuan untuk mengakhiri perang. Ukraina siap gencatan senjata selama negosiasi.",https://news.detik.com/internasional/d-8518603/ajak-putin-bertemu-zelensky-tawarkan-gencatan-senjata-untuk-akhiri-perang,https://akcdn.detik.net.id/community/media/visual/2025/09/26/presiden-ukraina-volodymyr-zelensky-1758879245696_169.jpeg?w=360&q=90,2026-06-04T19:30:41.000Z,"Presiden Ukraina Zelensky mengirim surat terbuka kepada Putin, mengusulkan pertemuan untuk mengakhiri perang. Ukraina siap gencatan senjata selama negosiasi."
republika-general,Republika,antara,Kepala KUPP Sungai Lumpur Ditetapkan sebagai Tersangka Pemerasan,"REPUBLIKA.CO.ID, PALEMBANG, – Kejaksaan Tinggi Sumatera Selatan telah menetapkan Kepala Kantor Unit Penyelenggara Pelabuhan (KUPP) Kelas III Sungai Lumpur, berinisial IM, sebagai tersangka atas dugaan pemerasan dalam pengurusan izin...",https://news.republika.co.id/berita/tg4gv24630000/kepala-kupp-sungai-lumpur-ditetapkan-sebagai-tersangka-pemerasan,https://static.republika.co.id/uploads/images/detailnews/027522500-1780601438-1001407152jpg.jpg,2026-06-04T19:30:38.000Z,"REPUBLIKA.CO.ID, PALEMBANG, – Kejaksaan Tinggi Sumatera Selatan telah menetapkan Kepala Kantor Unit Penyelenggara Pelabuhan (KUPP) Kelas III Sungai Lumpur, berinisial IM, sebagai tersangka atas dugaan pemerasan dalam pengurusan izin..."
liputan6-sports,Liputan6.com Bola,,Prediksi Juara Piala Dunia 2026 dari Eks Manchester United: Bukan Inggris!,"Mantan striker Manchester United, Louis Saha, membeberkan prediksinya soal tim yang bakal menjuarai Piala Dunia 2026. Siapa negara jagoannya?",https://www.liputan6.com/bola/read/7671311/prediksi-juara-piala-dunia-2026-dari-eks-manchester-united-bukan-inggris,https://cdn0-production-images-kly.akamaized.net/tBdMOh22raAqQxkhP7DLgWgnf4o=/673x379/smart/filters:quality(75):strip_icc()/kly-media-production/medias/5431194/original/068501900_1764730258-piala_dunia_2.jpg,2026-06-04T19:19:23.000Z,"Mantan striker Manchester United, Louis Saha, membeberkan prediksinya soal tim yang bakal menjuarai Piala Dunia 2026. Siapa negara jagoannya?"
cnn-sports,CNN Indonesia Olahraga,,Jadwal MotoGP Hungaria 2026 Akhir Pekan Ini: Nyali Veda Ega Diuji,MotoGP Hungaria 2026 akan berlangsung di Sirkuit Balaton Park pada akhir pekan ini. Simak jadwal lengkap dan klasemen pembalap menjelang balapan.,https://www.cnnindonesia.com/olahraga/20260604160105-156-1365365/jadwal-motogp-hungaria-2026-akhir-pekan-ini-nyali-veda-ega-diuji,https://akcdn.detik.net.id/visual/2026/05/20/veda-ega-pratama-1779238926400_169.jpeg?w=360&q=90,2026-06-04T19:15:19.000Z,MotoGP Hungaria 2026 akan berlangsung di Sirkuit Balaton Park pada akhir pekan ini. Simak jadwal lengkap dan klasemen pembalap menjelang balapan.
republika-general,Republika,antara,KemenPANRB Jajaki Kerja Sama Digital dengan Estonia,"REPUBLIKA.CO.ID, JAKARTA, – Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (PANRB) menjajaki kerja sama dengan Estonia dalam bidang pemerintahan digital dan reformasi tata kelola di Indonesia. Wakil Menteri PANRB,...",https://news.republika.co.id/berita/tg4g5a9230000/kemenpanrb-jajaki-kerja-sama-digital-dengan-estonia,https://static.republika.co.id/uploads/images/detailnews/086262000-1780600510-1000524980jpg.jpg,2026-06-04T19:15:10.000Z,"REPUBLIKA.CO.ID, JAKARTA, – Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (PANRB) menjajaki kerja sama dengan Estonia dalam bidang pemerintahan digital dan reformasi tata kelola di Indonesia. Wakil Menteri PANRB,..."
bisnis-general,Bisnis.com,,BEI Gencar Rayu Investor Global Demi Pulihkan Pasar Modal RI - Bisnis.com,BEI Gencar Rayu Investor Global Demi Pulihkan Pasar Modal RI Bisnis.com,https://news.google.com/rss/articles/CBMirwFBVV95cUxQSUpzaTFHSW1MRGJxQ2VPeGdxRWVXZm90S3V0Y3R6ZGlxelJVNUR5eC1fbXdUYUh6bExuckZmR0FGdnhEeUtEWk8zU0hiVzBxdzNSOGJNWUdqTnVNSE5aRFhrV1AyVnhtNnU2a1NMcmdQeG00T0lqT3VWVGQ2eEplZUw4OFU3b3QwWWNyYzhSN1R3Wmc5V1BNZVZfVHdiMlZRN2k5NjVmV21STkU4MmU4?oc=5,,2026-06-04T19:15:00.000Z,BEI Gencar Rayu Investor Global Demi Pulihkan Pasar Modal RI Bisnis.com
republika-general,Republika,Karta Raharja Ucu,Curhatan Pelaku UMKM di Cimahi Soal Pajak di PP 20 Tahun 2026: Sudah Bertahan Saja Alhamdulillah,"REPUBLIKA.CO.ID, CIMAHI -- Pelaku usaha mikro, kecil dan menengah (UMKM) di Kota Cimahi, Jawa Barat menanggapi terbitnya Peraturan Pemerintah (PP) Nomor 20 Tahun 2026. Dalam aturan itu tercantum tarif pajak...",https://rejabar.republika.co.id/berita/tg4dyy282/curhatan-pelaku-umkm-di-cimahi-soal-pajak-di-pp-20-tahun-2026-sudah-bertahan-saja-alhamdulillah,https://static.republika.co.id/uploads/images/detailnews/yuliawati-48-pelaku-umkm-asal-kota-cimahi-jawa_260605012748-985.jpg,2026-06-04T19:05:00.000Z,"REPUBLIKA.CO.ID, CIMAHI -- Pelaku usaha mikro, kecil dan menengah (UMKM) di Kota Cimahi, Jawa Barat menanggapi terbitnya Peraturan Pemerintah (PP) Nomor 20 Tahun 2026. Dalam aturan itu tercantum tarif pajak..."
viva-general,VIVA.co.id,,"TERPOPULER: Betrand Peto Bongkar Lingkungan Toxic di Rumah Sarwendah, Mpok Atiek Dibuang ke Panti Jompo","Berita mengenai Ruben Onsu sering dihina, Betrand Peto bongkar lingkungan toxic di rumah Sarwendah rupanya dilirik pembaca. Artikel ini sukses bertengger di terpopuler.",https://www.viva.co.id/gaya-hidup/showbiz/1903396-terpopuler-betrand-peto-bongkar-lingkungan-toxic-di-rumah-sarwendah-mpok-atiek-dibuang-ke-panti-jompo,,2026-06-04T19:04:00.000Z,"Berita mengenai Ruben Onsu sering dihina, Betrand Peto bongkar lingkungan toxic di rumah Sarwendah rupanya dilirik pembaca. Artikel ini sukses bertengger di terpopuler."
viva-general,VIVA.co.id,,"Top 3 Sport: Megawati Hangestri Dominasi Sorotan, hingga Ganda Putra RI Bikin Bangga di Indonesia Open 2026","Megawati Hangestri kembali jadi perhatian usai gabung Hyundai Hillstate, sementara ganda putra Indonesia sukses melaju ke 16 besar Indonesia Open 2026.",https://www.viva.co.id/sport/1903441-top-3-sport-megawati-hangestri-dominasi-sorotan-hingga-ganda-putra-ri-bikin-bangga-di-indonesia-open-2026,,2026-06-04T19:03:00.000Z,"Megawati Hangestri kembali jadi perhatian usai gabung Hyundai Hillstate, sementara ganda putra Indonesia sukses melaju ke 16 besar Indonesia Open 2026."
antara-general,ANTARA News,,KemenPANRB-Estonia bahas kerja sama pemerintahan digital,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (PANRB) menjajaki peluang kerja sama dengan Estonia ...,https://www.antaranews.com/berita/5594943/kemenpanrb-estonia-bahas-kerja-sama-pemerintahan-digital,https://img.antaranews.com/cache/800x533/2026/06/05/1000524980.jpg,2026-06-04T19:02:45.000Z,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (PANRB) menjajaki peluang kerja sama dengan Estonia ...
cnn-general,CNN Indonesia Nasional,,"Suami di Sulbar Tebas Istri dan Anak hingga Tewas, Polisi Buru Pelaku",Seorang pria di Mamuju Tengah membunuh istri dan melukai anaknya dengan parang. Polisi masih mengejar pelaku dan menyelidiki motif kejadian.,https://www.cnnindonesia.com/nasional/20260604152752-12-1365356/suami-di-sulbar-tebas-istri-dan-anak-hingga-tewas-polisi-buru-pelaku,https://akcdn.detik.net.id/visual/2024/02/04/ilustrasi-korban-tewas_169.jpeg?w=360&q=90,2026-06-04T19:00:41.000Z,Seorang pria di Mamuju Tengah membunuh istri dan melukai anaknya dengan parang. Polisi masih mengejar pelaku dan menyelidiki motif kejadian.
detik-sports,DetikSport Sepakbola,,Real Madrid Memang Doyan yang Gratisan dari Liverpool,"Real Madrid selangkah lagi dapatkan Ibrahima Konate dari Liverpool. Itu perpanjang tren El Real, rekrut pemain dari Anfield dengan cara gratisan!",https://sport.detik.com/sepakbola/liga-spanyol/d-8518190/real-madrid-memang-doyan-yang-gratisan-dari-liverpool,https://akcdn.detik.net.id/community/media/visual/2025/06/14/trent-alexander-arnold-real-madrid-florentino-perez-1749842899544.jpeg?w=360&q=90,2026-06-04T19:00:34.000Z,"Real Madrid selangkah lagi dapatkan Ibrahima Konate dari Liverpool. Itu perpanjang tren El Real, rekrut pemain dari Anfield dengan cara gratisan!"
republika-general,Republika,antara,Mendagri dan Menteri PKP Tinjau Program Bedah Rumah di Bantul,"REPUBLIKA.CO.ID, JAKARTA, – Menteri Dalam Negeri Muhammad Tito Karnavian dan Menteri Perumahan dan Kawasan Permukiman Maruarar Sirait meninjau penerima program Bantuan Stimulan Perumahan Swadaya (BSPS) di Kabupaten Bantul, Daerah...",https://news.republika.co.id/berita/tg4fgd1030000/mendagri-dan-menteri-pkp-tinjau-program-bedah-rumah-di-bantul,https://static.republika.co.id/uploads/images/detailnews/058787000-1780599613-1000524966jpg.jpg,2026-06-04T19:00:13.000Z,"REPUBLIKA.CO.ID, JAKARTA, – Menteri Dalam Negeri Muhammad Tito Karnavian dan Menteri Perumahan dan Kawasan Permukiman Maruarar Sirait meninjau penerima program Bantuan Stimulan Perumahan Swadaya (BSPS) di Kabupaten Bantul, Daerah..."
tirto-general,Tirto.id,,Kiwi-Born Legal AI Company Ivo Partners with New Zealand Football as Global Expansion Accelerates - Tirto.id,Kiwi-Born Legal AI Company Ivo Partners with New Zealand Football as Global Expansion Accelerates Tirto.id,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOSFN5STVvVHJvZmdoWGN4eHBONnljb1pSRGhXdHp3QXJHR2xRNnZyYVY0cUZfbHpZUFdkY1UzNlJ4T0hDSWZFN3hNbDB2REV0R1Q0Vjh5aUIxYWZFMFdab3dqSkRsSzZGRU8yaTFiR2Jmb0ZaN1h6dF9OeUlqS2JKVHBmb0gzWmVGRi1nWTJHLWhsTGh2Uk1LbXVjWnhueW05MmI2Y3BiaExqallHSTNyaWZzRlJFQUNDSEw4?oc=5,,2026-06-04T19:00:00.000Z,Kiwi-Born Legal AI Company Ivo Partners with New Zealand Football as Global Expansion Accelerates Tirto.id
kumparan-general,Kumparan,,Simulacrum Kontinuitas Edenik: Dekonstruksi Premis Genesis Negara-Bangsa - kumparan.com - Kumparan.com,Simulacrum Kontinuitas Edenik: Dekonstruksi Premis Genesis Negara-Bangsa - kumparan.com Kumparan.com,https://news.google.com/rss/articles/CBMisAFBVV95cUxPS0lySl9wNGVYWHJTM1l6c3M2WTAzRU9JLU9iaTM1SzY5RUtreHdpZE5vVWJuLVNIUWo4U1RQaHpoN3dIRG82cUQ2V0dDcHBwWnRtV1hHNVo2OWVEbmF6cFliLW1Ob3ItUnhwOGhpUEVCMFJfeGEzX0dDNDd3b3RiXzRNRC1sdnBsLVhEbk5DM29xVG0yOF9xYkswYU9Vcm04Si03M2s0Q19YRDZnV2NFMdIBxAFBVV95cUxPSElZcEUxVXBYY2J2cXJ5bl8yaDQ4WTlVaUFIOFI5ZURab0dHbUFyaXF0R283T3R3V09HRHlrVnF6ZjZfYTRoanNEMWJsYmtHdERIMDdkbkw3T3J5eTAyWDAtMWJFdDh4WE9aSjVXTlBDeFBwZS03Sk1salZOalRyVjlfOHU0LWlCTWVXZkhjYklLTHk1ZFRlZUdXaFBXN2t0UHpCRWNOTE9vQkg4b3dFVGxaSnZZZ05zbGIxcGRvN1NUb3dX?oc=5,,2026-06-04T19:00:00.000Z,Simulacrum Kontinuitas Edenik: Dekonstruksi Premis Genesis Negara-Bangsa - kumparan.com Kumparan.com
viva-general,VIVA.co.id,,Pernyataan Mengejutkan Pelatih Oman Jelang Hadapi Timnas Indonesia,"Oman akan menghadapi Timnas Indonesia pada FIFA Matchday di Stadion Utama Gelora Bung Karno, Jumat 5 Juni 2026. Jelang laga itu, pelatih Oman, Tarik Sektioui menyampaikan",https://www.viva.co.id/bola/1903456-pernyataan-mengejutkan-pelatih-oman-jelang-hadapi-timnas-indonesia,,2026-06-04T19:00:00.000Z,"Oman akan menghadapi Timnas Indonesia pada FIFA Matchday di Stadion Utama Gelora Bung Karno, Jumat 5 Juni 2026. Jelang laga itu, pelatih Oman, Tarik Sektioui menyampaikan"
detik-general,Detik.com,,"Gencatan Senjata dengan Israel, Lebanon Akan Tempatkan Tentara di Selatan","Perdana Menteri Lebanon, Nawaf Salam akan menempatkan tentara di selatan sebagai langkah awal gencatan senjata dengan Israel.",https://news.detik.com/internasional/d-8518601/gencatan-senjata-dengan-israel-lebanon-akan-tempatkan-tentara-di-selatan,https://akcdn.detik.net.id/community/media/visual/2024/11/27/tentara-lebanon-berpatroli-di-wilayahnya_169.jpeg?w=360&q=90,2026-06-04T18:56:05.000Z,"Perdana Menteri Lebanon, Nawaf Salam akan menempatkan tentara di selatan sebagai langkah awal gencatan senjata dengan Israel."
antara-general,ANTARA News,,Mendagri-Menteri PKP tinjau program bantuan bedah rumah di Bantul,Menteri Dalam Negeri (Mendagri) Muhammad Tito Karnavian bersama Menteri Perumahan dan Kawasan Permukiman (PKP) Maruarar ...,https://www.antaranews.com/berita/5594932/mendagri-menteri-pkp-tinjau-program-bantuan-bedah-rumah-di-bantul,https://img.antaranews.com/cache/800x533/2026/06/05/1000524966.jpg,2026-06-04T18:52:39.000Z,Menteri Dalam Negeri (Mendagri) Muhammad Tito Karnavian bersama Menteri Perumahan dan Kawasan Permukiman (PKP) Maruarar ...
antara-general,ANTARA News,,KPK soroti pola terstruktur dalam dugaan korupsi di Kementerian Imipas,ANTARA - Komisi Pemberantasan Korupsi menilai dugaan korupsi di lingkungan Kementerian Imigrasi dan Pemasyarakatan ...,https://www.antaranews.com/video/5594927/kpk-soroti-pola-terstruktur-dalam-dugaan-korupsi-di-kementerian-imipas,https://img.antaranews.com/cache/800x533/2026/06/Sequence-13.16_34_03_11.Still559.jpg,2026-06-04T18:50:04.000Z,ANTARA - Komisi Pemberantasan Korupsi menilai dugaan korupsi di lingkungan Kementerian Imigrasi dan Pemasyarakatan ...
