sourceId,sourceName,author,title,description,url,urlToImage,publishedAt,content
tribunnews-general,Tribunnews.com,,Kemensos: Pembangunan Sekolah Rakyat Tasikmalaya Dijadwalkan Mulai Oktober 2026 - Tribunnews.com,Kemensos: Pembangunan Sekolah Rakyat Tasikmalaya Dijadwalkan Mulai Oktober 2026 Tribunnews.com,https://news.google.com/rss/articles/CBMiywFBVV95cUxQbTh1UGc1OVRuOVBjWXk0TFFEOGtTMVdXdUh3bzlRY2tndjVCai1kREMtZG9ma3dTVzBORzFGeEM0Z1lkVlB6NjFraEdLNEFENDBHOVg4cDVkT2lhc0wxZDV4eDhHT3hIRTNveEotZ0ZHS19vNWdyb0NjWHhYV1VuWFhCVDFZWUhvS0FXd1BXTElSa0dkZ0VhUkQ0cy1UeWMwcEotakFiZkdmVER3WTZvY1R0d2pwSEtzaHFWVWM5NnVRV0ZZbTFxWE5kRdIBzgFBVV95cUxPTG9vTzlja1ZaQndqdXZwTWR4NnFjd0xpQ0t1dVhkZFlaNVNlSjA2d2xYNVNZb1FjWnBwVGZWbzBoVnJOVW9KZnJoT2YzS3VQWFFmZGdjdVl4T1dCNHRJT0dScXh4aHJlc0dGc0JTdEpETXMzQ3FudnlYMUZfbUhBMmZwekZ5MVpDdHA2NF9SZk02TXEzSG9PRHhtTXgwLVhoR0tyR2s5cG5Dbm9ENU9LMGtNalA0QWtPTHhHcFFIcnIzZGszTFJLd1NLbzh2UQ?oc=5,,2026-06-04T06:31:04.000Z,Kemensos: Pembangunan Sekolah Rakyat Tasikmalaya Dijadwalkan Mulai Oktober 2026 Tribunnews.com
cna-general,CNA Indonesia,,"Viral mahasiswi berhijab bacakan Al-Quran di wisuda Harvard, ini profilnya","Suheila Mukhtar dipercaya membacakan Surah Al-Alaq dan Surah An-Nur dalam sesi lintas agama Baccalaureate Harvard 2026, menghadirkan pesan tentang ilmu pengetahuan, keimanan, dan kerendahan hati.",https://www.cna.id/dunia/mahasiswi-harvard-bacakan-al-quran-saat-wisuda-profil-suheila-mukhtar-47781,"https://dam.mediacorp.sg/image/upload/s--8Un4XFUk--/c_fill,h_900,w_1600/f_auto,q_auto/v1/mediacorp/cnabahasa/images/2026-06/suheila-mukhtar.png?itok=wr9CDvDy",2026-06-04T06:30:15.000Z,"Suheila Mukhtar dipercaya membacakan Surah Al-Alaq dan Surah An-Nur dalam sesi lintas agama Baccalaureate Harvard 2026, menghadirkan pesan tentang ilmu pengetahuan, keimanan, dan kerendahan hati."
detik-sports,DetikSport Sepakbola,,Sedikit Kecemasan Raphinha pada Timnas Brasil,"Raphinha yakin Timnas Brasil ganas dalam urusan menjebol gawang lawan. Namun sang winger sedikit cemas, soal lini pertahanan timnya!",https://sport.detik.com/sepakbola/bola-dunia/d-8517393/sedikit-kecemasan-raphinha-pada-timnas-brasil,https://akcdn.detik.net.id/community/media/visual/2024/10/16/raphinha-saat-brasil-vs-peru.jpeg?w=360&q=90,2026-06-04T06:30:10.000Z,"Raphinha yakin Timnas Brasil ganas dalam urusan menjebol gawang lawan. Namun sang winger sedikit cemas, soal lini pertahanan timnya!"
kumparan-general,Kumparan,,"Pemerintah Sepakat Naikkan HET MinyaKita, Angkanya Masih Dibahas - kumparan.com - Kumparan.com","Pemerintah Sepakat Naikkan HET MinyaKita, Angkanya Masih Dibahas - kumparan.com Kumparan.com",https://news.google.com/rss/articles/CBMisAFBVV95cUxNOTR5R3Nza0xzRl91SWFJUTByV1IxUm5XdHpGdDA3Z1lheE1sQXZ0czlTTXpSY3RzZHZ6WFdYRExuWERIYXI5SW4yYzRQSTVseXBzQ3h4ZGNzdmNmZEJoOG1QeDUxUzFHNUlKTzQ5YlEydjM2Y1BobTFzaW8tcnROWW5JY2ZwdnRQWDlUVm9Dc3BjLVA2elBvWGdqM3pXbTlfdEt2UW1SV2xLREcycFFhTtIBuAFBVV95cUxOUWNzMTZYM1ZDSDVmR2lGY0NVUDNTYmtfaGVZVUJPNVFUYkFjX2JGcjVCMmlHcEZWTGFuelR6bDJFZ1E5eUZmbDBhQ1U4bmt5enRYZmNQa1V3SEZsZUFYcXcyV2JEV2JFOEN4bk1WUTBGMF9zbVZWWV8tclR3SmdrOVU2ZzlGdVhELTFibVl0MkdSMi0xUHNjcWtLckgzTnF5WFdYMkI1S2FYdE5FMGpQa2RuOWg3bjRj?oc=5,,2026-06-04T06:30:00.000Z,"Pemerintah Sepakat Naikkan HET MinyaKita, Angkanya Masih Dibahas - kumparan.com Kumparan.com"
tribunnews-general,Tribunnews.com,,"Beasiswa Garuda S1 Gelombang 2 2026 Masih Dibuka, Tidak Mensyaratkan LoA - Tribunnews.com","Beasiswa Garuda S1 Gelombang 2 2026 Masih Dibuka, Tidak Mensyaratkan LoA Tribunnews.com",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPS204S2E3OTdBYWcyMTQ0TVdPZWdjX3BHakw1QS1GV3BxWk1kRzFzVURqZUtQanRFUnROZ0RPTG5nakpqcHpEVnV0cmRwUkxLeG9QVDZoTjJ4dEFTZ1N4Qi1IWW5JTC1QWXBHaGZXbFNhZ2JDbjlyS216SVowV1R1UTU5bWZEeHpFOTA4NHlQSktjbkJvS2JFTkY0YzJxOExlV0l0d3RNR3RPOTk3YmU3LWdiSEc1MGt10gG7AUFVX3lxTE5SZEhWQndxd1FYS3ZQcXF5dTRRR0hHeDBpTmhiU3RYOE5YaVQ2b2c5U0pwM1FmNndsSDNKRlF4WUZGRGtaUGxmanMtTlAtMHFpWkR4dF9ZLTV3NHpHWGVzZ0N1aDExNmhNcnVZbkU2cEhqLTFVbnY5WEtnSEFBb1puNFFnSXhFM3MtRVFfRGcyUVhFb3d2NlJJazFrVVpMRzhFVVlVQU9YcjZPT3lTbGpRQ3czQVF6WDJSdjg?oc=5,,2026-06-04T06:27:19.000Z,"Beasiswa Garuda S1 Gelombang 2 2026 Masih Dibuka, Tidak Mensyaratkan LoA Tribunnews.com"
kumparan-general,Kumparan,,KDM Serahkan Kadeudeuh Rp1 Miliar untuk Persib Bandung - kumparan.com - Kumparan.com,KDM Serahkan Kadeudeuh Rp1 Miliar untuk Persib Bandung - kumparan.com Kumparan.com,https://news.google.com/rss/articles/CBMiogFBVV95cUxPSFhJcmRua1hDUTFUczBtd2JHYnJsSXFfU21QSTFKX3RPdUU4N2ZzOXJlWDRDRW85eEZwQTl0S0NVV0w4dDhNVHZIVlk0MkRzWWFiNXh3U2x0WmpkOTAwZnUwNkFOVU5ZNkgyeFBpa1JXcV81dmNlUHEtd3NxZEh0cmhuVUtGelM2YjFMVGpNVzF0UzUxRnp3ajdDekxmdy1WUFHSAaoBQVVfeXFMTjZNeXZvWUxRMG1LdldVYlJ5SWlHeUVkM0tFY3pYSnRGQ0U1c1FaSFUyaWo0cXo0Sy04eFAzcmMzaW9CNXBNbXk0M0ZuZG5XT3A3VDRjWDVoaGFrT3hMNUZIWklSNm4zYnpWMkJkSU1abVJ0bVhzalEtYVBvajNfS3RHMFlTZlBuOElXb0xQbVRXc1Y4M0NnckFtTWpIMEx5Wk9pU3FiZW1KckE?oc=5,,2026-06-04T06:27:00.000Z,KDM Serahkan Kadeudeuh Rp1 Miliar untuk Persib Bandung - kumparan.com Kumparan.com
tirto-general,Tirto.id,,sim Credit Card Fully Supports the 2026 Global Football Event - Tirto.id,sim Credit Card Fully Supports the 2026 Global Football Event Tirto.id,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNb2NZYV9CckR6ci1kaFhBajZPaUFnTVk3UGdvdlp1U3g5d1lqczQ4THVWZ1JrVkVhUU9odFdSVGlHVDRQd3BiUnM5VkRoQTl3eE9RNDl1X1IyQ2lOR0lnNFFDTDFSVTZmanhfNU9WcmlvNlYwRTRYUXFoay1EV2pxRWFsLWZzZFAwU3hJ?oc=5,,2026-06-04T06:24:00.000Z,sim Credit Card Fully Supports the 2026 Global Football Event Tirto.id
tribunnews-general,Tribunnews.com,,"DPR AS Layangkan Protes, Desak Trump Hentikan Keterlibatan Militer di Iran - Tribunnews.com","DPR AS Layangkan Protes, Desak Trump Hentikan Keterlibatan Militer di Iran Tribunnews.com",https://news.google.com/rss/articles/CBMivwFBVV95cUxNVHNsa3lzVmlTeTdBX2JCUlFLdFVGRVdnQi1vNFhranN1ODBPa1B0d0pDaWFsYXBuTGVSVTRmMnQwLUZzN0x5b28tMEdEMDZBNklKYVpLRk5kaDdTaDd2LTA2c3g0WTBiWVplNDgwVHdpWXl3dWN0OGYza2tiY19CVzhXaG02YV9QWndrZzdxcjJzUE1WM1BBbHhpX1VCaVVnbkFvOE9RVkxPWTNqVm13bUhFRnpNNEJnLTBhZURJSQ?oc=5,,2026-06-04T06:22:00.000Z,"DPR AS Layangkan Protes, Desak Trump Hentikan Keterlibatan Militer di Iran Tribunnews.com"
cnbc-general,CNBC Indonesia News,,"Dolar Tembus Rp18.000, Pengusaha Efisiensi dan Stop Buka Lowongan Kerja","Pelemahan Rupiah tembus Rp 18.000/USD, pengusaha lakukan efisiensi dan hiring freeze. Sektor riil menghadapi tekanan biaya produksi dan logistik.",https://www.cnbcindonesia.com/news/20260604131627-4-740110/dolar-tembus-rp18000-pengusaha-efisiensi-stop-buka-lowongan-kerja,https://akcdn.detik.net.id/visual/2026/02/10/ketua-umum-apindo-shinta-widjaja-kamdani-saat-menyampaikan-paparan-dalam-acara-economic-outlook-2026-bertema-consolidating-gro-1770706819824_169.jpeg?w=1200&q=90,2026-06-04T06:21:42.000Z,"Pelemahan Rupiah tembus Rp 18.000/USD, pengusaha lakukan efisiensi dan hiring freeze. Sektor riil menghadapi tekanan biaya produksi dan logistik."
bisnis-general,Bisnis.com,,"Bersiap! Alfamidi (MIDI) Akan Tebar Dividen Rp396,2 Miliar - Bisnis.com","Bersiap! Alfamidi (MIDI) Akan Tebar Dividen Rp396,2 Miliar Bisnis.com",https://news.google.com/rss/articles/CBMiqgFBVV95cUxOa0lJcU41Q21KQUp4OW1yZ1V5Uy1wUVpyMWNNLUQ5QWdicUFlenJvUzlLQzJFZTdyNU5aaHRBYi1hV09xQ20tQUVoR1MzOUxBQTlMSEhQYVFWT19JcGRuY3d5alJKQ2Y2LU9CQzZlbXQwam9TN0Q2Yk00NVpEZ29zUS04ZkJxd19DVnBPZzZmRDdzckdzbmtna09qcXdxNnE0MXRjUnRDbmVUZw?oc=5,,2026-06-04T06:19:49.000Z,"Bersiap! Alfamidi (MIDI) Akan Tebar Dividen Rp396,2 Miliar Bisnis.com"
cnbc-general,CNBC Indonesia News,,Purbaya Sudah Kucurkan Rp8 T Bantu BI Selamatkan Rupiah,"Menteri Keuangan Purbaya Yudhi Sadewa mengungkapkan, telah mengucurkan dana Rp 8 triliun untuk stabilisasi pasar obligasi.",https://www.cnbcindonesia.com/news/20260604131715-4-740107/purbaya-sudah-kucurkan-rp8-t-bantu-bi-selamatkan-rupiah,https://akcdn.detik.net.id/visual/2026/03/18/menkeu-purbaya-yudhi-sadewa-melakukan-kunjungan-ke-teras-malioboro-tm-dan-pasar-beringharjo-kota-jogja-selasa-1732026-1773808372989_169.jpeg?w=1200&q=90,2026-06-04T06:19:36.000Z,"Menteri Keuangan Purbaya Yudhi Sadewa mengungkapkan, telah mengucurkan dana Rp 8 triliun untuk stabilisasi pasar obligasi."
kumparan-general,Kumparan,,"Silmy Karim Tersangka KPK, Kasusnya saat Jadi Dirjen Imigrasi 2023-2024 - kumparan.com - Kumparan.com","Silmy Karim Tersangka KPK, Kasusnya saat Jadi Dirjen Imigrasi 2023-2024 - kumparan.com Kumparan.com",https://news.google.com/rss/articles/CBMitwFBVV95cUxQc2UtT09vb0l2Rms4aFVkS2dLRm1WQ0xWaTBvZFIyVE54U2pzUjM1UTRBZW52ck1XYlpaTm9DTVlZNEZzblpvdjluQVRtU0dxRWYwLWJEblF3NXhkNk1hVmdKV1JfcTVVR0tpUFEyQm1GOXI3akZjMnJKMmdqOVM1bmZwOVB2ZG9lQnlMQjhtVXBodUZiQlFhd2xEZHppRXY5bE1hZEVkeTY1RzdsZ2dwc3ZRZDVIRTDSAb8BQVVfeXFMT0hSUURGdlUxeVZfdWszZUY0QVBHRkhMSG0wUldrVlZraTB0TWFSR0ljMDdOZHNlV2N6M0JTUXN3eWVPMWhyT3VKclpYRnE3YlBXejhFTjVPSG14dFowLVhKUmg4YXlTZWJxQTctQXFhUjFQY3VZVXhnNmhoenE5UTZiaE9vUGZKMkhxWkdhX3dEMmJZQklYUnlDNi1Rd1locWR4QjM0N2FSeFZZSWhrMjVSYmgyVGFEWVl0LTBaOTA?oc=5,,2026-06-04T06:18:00.000Z,"Silmy Karim Tersangka KPK, Kasusnya saat Jadi Dirjen Imigrasi 2023-2024 - kumparan.com Kumparan.com"
cnbc-general,CNBC Indonesia News,,Video: Detik-detik Rudal Iran Hantam Bandara Kuwait,"Potret Bandara Kuwait Hancur Dihantam Rudal-Drone, Makan Korban Jiwa",https://www.cnbcindonesia.com/news/20260604105822-8-740036/video-detik-detik-rudal-iran-hantam-bandara-kuwait,https://akcdn.detik.net.id/visual/2026/06/04/potret-bandara-kuwait-hancur-dihantam-rudal-drone-makan-korban-jiwa-1780552734206_169.png?w=1200&q=90,2026-06-04T06:17:59.000Z,"Potret Bandara Kuwait Hancur Dihantam Rudal-Drone, Makan Korban Jiwa"
cnn-general,CNN Indonesia Nasional,,Api Misterius Rumah Warga Sleman Diduga Dipicu Limbah Pemotongan Ayam,"Tim pakar dari UGM menyelidiki kebakaran misterius di rumah warga Seyegan, Sleman yang muncul berulang.",https://www.cnnindonesia.com/nasional/20260604124711-20-1365284/api-misterius-rumah-warga-sleman-diduga-dipicu-limbah-pemotongan-ayam,https://akcdn.detik.net.id/visual/2026/06/01/teror-api-misterius-di-rumah-warga-sleman-1780301159719_169.jpeg?w=360&q=90,2026-06-04T06:17:01.000Z,"Tim pakar dari UGM menyelidiki kebakaran misterius di rumah warga Seyegan, Sleman yang muncul berulang."
tempo-general,Tempo Nasional,,Sony Sanjaya Tulis Surat untuk Nanik BGN: Terima Kasih Hadiah Indahnya,Sony tidak menjelaskan maksud dari hadiah yang ia sebutkan.,https://nasional.tempo.co/read/2106786/sony-sanjaya-tulis-surat-untuk-nanik-bgn-terima-kasih-hadiah-indahnya,https://statik.tempo.co/data/2025/09/26/id_1430865/1430865_720.jpg,2026-06-04T06:16:41.000Z,Sony tidak menjelaskan maksud dari hadiah yang ia sebutkan.
detik-technology,DetikInet,,"Asus ExpertBook Ultra: Kencang, Tipis, Mewah, dan Tangguh","Dengan lompatan arsitektur dari Intel kali ini, Asus Expertbook Ultra ingin mendefinisikan ulang apa yang bisa dilakukan oleh sebuah laptop bisnis tipis.",https://inet.detik.com/lab-gadget/d-8517422/asus-expertbook-ultra-kencang-tipis-mewah-dan-tangguh,https://akcdn.detik.net.id/community/media/visual/2026/05/07/melihat-lebih-dekat-asus-expertbook-ultra-yang-dijual-mulai-rp-38-jutaan-1778159608600_169.jpeg?w=360&q=90,2026-06-04T06:16:35.000Z,"Dengan lompatan arsitektur dari Intel kali ini, Asus Expertbook Ultra ingin mendefinisikan ulang apa yang bisa dilakukan oleh sebuah laptop bisnis tipis."
suara-general,Suara.com,,Mohon Bersabar Emak-emak! HET MinyaKita Pasti Naik Tapi Harganya Belum Ditentukan - Suara.com,Mohon Bersabar Emak-emak! HET MinyaKita Pasti Naik Tapi Harganya Belum Ditentukan Suara.com,https://news.google.com/rss/articles/CBMixgFBVV95cUxNNmpXTUpUR1k1YTRndDFlLWczVEJlS3N0aVFYUkxKYWNuVzA2RmhLTl81VS0zR1lBYW5zY0ZiRDNPS1JCWWhsVFpLOUtISlpqNExsWTJkTzJoc3owSkdwRzhtcUNLYlFycUZWcEVWQ19MU0x5OGdvRGJ4VkhPUTE0NmJXakhxamR4LTdyUGJta09vMU5wN2tGOWRxZDJOTEk2U21tX3RCYmdsYXZVMDJaNURMaUJBRTg4QUs5SmZrcWM3TVZaVmfSAcYBQVVfeXFMUFhNM01BbncxblRYUkhqYTc3WXE5MFdFaEFMVWhZR2NwaGRnWTBWWGs5VlNuSXFVdmJtTVJSNjRHMmxfYmcxUXpPdl9hTXh4QWZTRTNQdC0wU3FNMWpEb0ZLcXhoQnhWeEEzT1dwNmtoV0FsV1ExREo2NGl1NlpvV1B5LXU4T1ZXQ1F0M3BlaXY1V3M4NllISXdvelVpNWNoUzVQdzgxZFlGTXZUekNRWDh0Unc4QWNUS2JuWTJENWdQZUtYQ2Jn?oc=5,,2026-06-04T06:15:55.000Z,Mohon Bersabar Emak-emak! HET MinyaKita Pasti Naik Tapi Harganya Belum Ditentukan Suara.com
cnbc-entertainment,CNBC Indonesia Lifestyle,,"20 Negara dengan Work-Life Balance Terburuk di Dunia, Indonesia Masuk?",Studi Global Life-Work Balance Index 2025 mengungkap Filipina sebagai negara dengan work-life balance terburuk.,https://www.cnbcindonesia.com/lifestyle/20260604112320-33-740084/20-negara-dengan-work-life-balance-terburuk-di-dunia-indonesia-masuk,https://akcdn.detik.net.id/visual/2021/07/05/ilustrasi-pekerja-kantoran-wfh-dok-freepik_169.jpeg?w=1200&q=90,2026-06-04T06:15:31.000Z,Studi Global Life-Work Balance Index 2025 mengungkap Filipina sebagai negara dengan work-life balance terburuk.
liputan6-business,Liputan6.com Bisnis,,"Kasus KITAS Jerat Silmy Karim, Simak Tarif Resmi Pengurusan Izin Tinggal WNA",Kasus KITAS yang menjerat Silmy Karim menjadi sorotan. Berikut rincian biaya resmi pengurusan izin tinggal bagi warga negara asing.,https://www.liputan6.com/bisnis/read/7650760/kasus-kitas-jerat-silmy-karim-simak-tarif-resmi-pengurusan-izin-tinggal-wna,https://cdn0-production-images-kly.akamaized.net/8NozBHjVyzTfeZ6Kwdx-YXMlUMU=/673x379/smart/filters:quality(75):strip_icc()/kly-media-production/medias/7734491/original/088854500_1780540374-5.jpg,2026-06-04T06:15:06.000Z,Kasus KITAS yang menjerat Silmy Karim menjadi sorotan. Berikut rincian biaya resmi pengurusan izin tinggal bagi warga negara asing.
detik-sports,DetikSport Sepakbola,,"Deschamps: Saliba Baik-baik Saja, Kok...","William Saliba mengalami cedera punggung jelang tampil di Piala PDunia 2026. Pelatih Timnas Prancis, Didier Deschamps, menepis nada kekhawatirannya.",https://sport.detik.com/sepakbola/bola-dunia/d-8517114/deschamps-saliba-baik-baik-saja-kok,https://akcdn.detik.net.id/community/media/visual/2026/06/02/william-saliba-1780334875587_169.jpeg?w=360&q=90,2026-06-04T06:15:05.000Z,"William Saliba mengalami cedera punggung jelang tampil di Piala PDunia 2026. Pelatih Timnas Prancis, Didier Deschamps, menepis nada kekhawatirannya."
cnn-entertainment,CNN Indonesia Gaya Hidup,,"Ini 7 Penyebab Anak Tak Mau Mendengarkan Orang Tua, Pernah Mengalami?",Ada beberapa penyebab ana tidak mau mendengarkan orang tua. Ketahui apa saja itu agar bisa mencari solusinya.,https://www.cnnindonesia.com/gaya-hidup/20260604111630-284-1365257/ini-7-penyebab-anak-tak-mau-mendengarkan-orang-tua-pernah-mengalami,https://akcdn.detik.net.id/visual/2023/03/28/ilustrasi-memarahi-anak_169.jpeg?w=360&q=90,2026-06-04T06:15:00.000Z,Ada beberapa penyebab ana tidak mau mendengarkan orang tua. Ketahui apa saja itu agar bisa mencari solusinya.
tirto-general,Tirto.id,,Mendag Minta BGN Serap Telur Peternak Imbas Surplus 12 Persen - Tirto.id,Mendag Minta BGN Serap Telur Peternak Imbas Surplus 12 Persen Tirto.id,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQQUI5S2J1bGw3ekJ5V1ZMZ0xFcWtGeGRqWVVaNDEwOWxLQkdZcE4xdUNoMmZUSTJmN3U4RkV6NFJBeGdIakdRYjdQUW5kR2hUc09Qb0NpTnVuQmhYX0VvMkQ0OE85MVRmUzduMUFRXzExU0YtaGUwdFFvd1Frd1FnaEpvWUREWHh5VEs0?oc=5,,2026-06-04T06:15:00.000Z,Mendag Minta BGN Serap Telur Peternak Imbas Surplus 12 Persen Tirto.id
idntimes-general,IDN Times,,Purbaya: RUU P2S Perkuat Stabilitas dan Tata Kelola Sektor Keuangan - IDN Times,Purbaya: RUU P2S Perkuat Stabilitas dan Tata Kelola Sektor Keuangan IDN Times,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPLUNTcUMzb0JlSnFwUTNaWHB2N2kybkFaQmdaQ3RGZmVSMWRnY3R2ajBZZzFvYXVWNHdpZjljb1g1X3kwamJSbEZmanB6cU51UkVDSHpuaVRYcGNjVml2MzU2SzNpRkI3UmsxTG1LZlpyYXp1YW8xNTJROXdKS2lLcmR5NFdqb0RNV0htTC1sSnlOaXEtMkpnSUpJWElHQ1dudzZtUGF1UnhBNkkxNHVVbkZXblkyRmFxQlJsTHJsSUJvUdIBxwFBVV95cUxOWDBvVnNudjliczk4VGI3aUkyUEk1c3hTSHdlX2VhMU56czJja2ZtaU5oQTAtYTNrc2xMbHZPTVVqLXBncklqVkliV2JGZ29ESVdQMTZ6T3ZVMUNObkZpUEVQSlMtQXJsOFlla0M4QzNWSGxITHJ6WmppTGUwdDlDVUQ1TjlVek44bkNfc1BhQkZCVWt5ZjBBMUg5MVB5Vm1laXN4NDlDdTg3WkhIb0Y4VVp1dzlQbHMyRkVkQ3ZEd0VkSi1hQzhn?oc=5,,2026-06-04T06:13:16.000Z,Purbaya: RUU P2S Perkuat Stabilitas dan Tata Kelola Sektor Keuangan IDN Times
idntimes-general,IDN Times,,Lauv Hiatus dari Dunia Musik untuk Fokus Pulihkan Kesehatan Mental - IDN Times,Lauv Hiatus dari Dunia Musik untuk Fokus Pulihkan Kesehatan Mental IDN Times,https://news.google.com/rss/articles/CBMivAFBVV95cUxNOVZzS1UtLWs3eGVTZWNMWEhnTHBUM3E4TGMwVWtQUWJHcW0td2pwVDFTTDVrY2dLZ3hVZ1QtM05TRjlFM1ZkcG5UZ25tOTc5RUdKVmVKeWFSYVd1emZzY0JReXRVdXdQdTlqeXhtRjgzekRjZU5KU1ZUSVBmMEFOM0lQM1I5bTdjOWgyX1EzSUlDVW5GOFVpUjZkZk9WeWNQdVZmaW5Xemd1RDJxbnU1VDNobzVrQ21GT21mUdIBwgFBVV95cUxNMVRrS3NsVHF6cnlXbDhOeG1nQWV1WGtXS1YyWE1xTDNGOVBfcDJiR2ViZEJFNGg4Ull3ZW42M1VPNW1OWmVWZG9JRjVuUGFWclY4NjVFdjBhRkp3bkFkTFBaemk3MlhJQkE1YUpJcHFkb1lqZlJpQjVNV1VzWFJJQnA0SGRySDJ4bXA5cFFheHNHNkdHRC03a2VtclFuME9yS2JRenM4d2wzMnc0WUV3cHhaVmtMNTZ0X0lsY2dxYWxIUQ?oc=5,,2026-06-04T06:12:11.000Z,Lauv Hiatus dari Dunia Musik untuk Fokus Pulihkan Kesehatan Mental IDN Times
liputan6-general,Liputan6.com News,,Jakarta Jadi Percontohan Nasional Layanan Terpadu Korban Kekerasan,Pramono memastikan ketersediaan anggaran untuk menjalankan program percontohan tersebut.,https://www.liputan6.com/news/read/7651202/jakarta-jadi-percontohan-nasional-layanan-terpadu-korban-kekerasan,https://cdn0-production-images-kly.akamaized.net/kO2gOCHGas6O9Z_jzruG1V3U7n4=/673x379/smart/filters:quality(75):strip_icc()/kly-media-production/medias/7745889/original/017580900_1780553466-IMG_0887.jpeg,2026-06-04T06:11:19.000Z,Pramono memastikan ketersediaan anggaran untuk menjalankan program percontohan tersebut.
cnn-sports,CNN Indonesia Olahraga,,Janji Suci Martinez: Pensiun Bila Argentina Juara Piala Dunia,"Kiper timnas Argentina, Emiliano Martinez menegaskan bakal langsung pensiun bila kembali berhasil membawa Argentina juara Piala Dunia di edisi 2026.",https://www.cnnindonesia.com/olahraga/20260604103340-142-1365240/janji-suci-martinez-pensiun-bila-argentina-juara-piala-dunia,https://akcdn.detik.net.id/visual/2022/12/21/argentina-fbl-wc-2022-fans_169.jpeg?w=360&q=90,2026-06-04T06:11:03.000Z,"Kiper timnas Argentina, Emiliano Martinez menegaskan bakal langsung pensiun bila kembali berhasil membawa Argentina juara Piala Dunia di edisi 2026."
bisnis-general,Bisnis.com,,Kelainan Saluran Kemih Anak Bisa Dideteksi Sejak Masih dalam Kandungan - Bisnis Style,Kelainan Saluran Kemih Anak Bisa Dideteksi Sejak Masih dalam Kandungan Bisnis Style,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQbm9zWFpaVmg3RFVUUXFRNnc1ZVhyNFpfc2IxdnktN0VscEo1ZlczbnF2UkU1T2ZNeXdwZ19JNzBJYm5YSXNOVFRTVjdRejZjd083VVNQNVpKMU5ETmdhZFV4cUxDYU52TXBnb1dYSEZuT1E3ZENROUJYbS1GT3FaWjRYT2FRbUd2UG9NWEZkQnRudGt1MXdlNTdNaXJ2WnBnMmRVakJNVVd2emJ3bmZTU09UWHZUMm5WSnRHb0Q3ZXZaSnc?oc=5,,2026-06-04T06:10:41.000Z,Kelainan Saluran Kemih Anak Bisa Dideteksi Sejak Masih dalam Kandungan Bisnis Style
liputan6-business,Liputan6.com Bisnis,,"Dolar AS Sentuh Rp 18.000, Bank Indonesia Ungkap Pemicunya","Bank Indonesia (BI) menilai, pelemahan nilai tukar rupiah terhadap dolar Amerika Serikat (AS) masih sejalan dengan regional.",https://www.liputan6.com/bisnis/read/7651175/dolar-as-sentuh-rp-18000-bank-indonesia-ungkap-pemicunya,https://cdn0-production-images-kly.akamaized.net/tOEaiD8ZT4xFB4pKyarduwMpnNk=/673x379/smart/filters:quality(75):strip_icc()/kly-media-production/medias/3029352/original/041405400_1579686482-20200122-Penguatan-Rupiah-5.jpg,2026-06-04T06:10:32.000Z,"Bank Indonesia (BI) menilai, pelemahan nilai tukar rupiah terhadap dolar Amerika Serikat (AS) masih sejalan dengan regional."
cnbc-general,CNBC Indonesia News,,Video:Kejagung Beberkan 'Dosa' Dadan Cs - Iran Serang Kapal Raksasa,Kejagung Beberkan 'Dosa' Dadan Cs - Iran Serang Kapal Raksasa,https://www.cnbcindonesia.com/news/20260604124133-8-740091/videokejagung-beberkan-dosa-dadan-cs--iran-serang-kapal-raksasa,https://akcdn.detik.net.id/visual/2026/06/04/kejagung-beberkan-dosa-dadan-cs-iran-serang-kapal-raksasa-1780552333533_169.png?w=1200&q=90,2026-06-04T06:10:16.000Z,Kejagung Beberkan 'Dosa' Dadan Cs - Iran Serang Kapal Raksasa
cnbc-general,CNBC Indonesia News,,"Pantas Masih Laris, Kacamata Bermerek di sini Dibanderol Rp150.000","Pedagang kacamata di Pasar Senen Jakarta melaporkan penjualan stabil meski daya beli lesu. Harga terjangkau mulai Rp150.000, menarik minat pembeli.",https://www.cnbcindonesia.com/news/20260604113546-4-740070/pantas-masih-laris-kacamata-bermerek-di-sini-dibanderol-rp150000,https://akcdn.detik.net.id/visual/2026/06/04/sejumlah-pedagang-kacamata-melayani-pembeli-di-pasar-senen-blok-iii-jakarta-rabu-362026-1780544902730_169.jpeg?w=1200&q=90,2026-06-04T06:10:00.000Z,"Pedagang kacamata di Pasar Senen Jakarta melaporkan penjualan stabil meski daya beli lesu. Harga terjangkau mulai Rp150.000, menarik minat pembeli."
